Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
Operation Delta Force 4: Deep Fault,116213,[28],2.052165,12/9/99,FALSE,en,6,3.5,0,0,0,-1.15967E-05
Stranded,196830,"[27, 878]",5.925216,5/22/13,FALSE,fr,60,3.4,84,0,0,-2.06409E-05
TNT Jackson,85673,"[28, 53]",1.618385,6/8/74,FALSE,en,9,5.9,72,0,0,-6.91694E-06
Santa vs. the Snowman 3D,21865,"[16, 35, 10751]",1.330484,11/1/02,FALSE,en,3,9.3,32,0,0,-1.08302E-05
Thousands Cheer,43518,"[35, 18, 10749]",1.421733,1/1/43,FALSE,en,2,7,125,0,0,6.21881E-06
Murder Weapon,187801,"[27, 53]",1.976395,11/7/89,FALSE,en,4,5,90,0,0,-2.25044E-05
The Love Machine,419590,"[18, 53]",5.962884,8/23/16,FALSE,en,3,6,81,0,0,-1.52948E-06
The Act of Seeing with One's Own Eyes,126132,"[99, 27]",1.635681,1/1/71,FALSE,en,16,6.3,32,0,0,-2.14444E-05
Bloodthirsty Butchers,88374,[27],1.113881,1/23/70,FALSE,en,3,4.3,79,18000,0,-1.84631E-05
One Crazy Summer,18282,"[18, 35, 10749, 10751]",5.343168,8/8/86,FALSE,en,57,6.4,89,0,0,-1.23629E-05
Ghost Train,171307,[],1.665263,10/28/27,FALSE,en,1,10,59,0,0,-2.34289E-05
Pride & Prejudice,4348,"[18, 10749]",10.027271,9/16/05,FALSE,en,1543,7.8,135,28000000,121147947,-2.77169E-06
Strangeland,27791,[27],3.236562,10/2/98,FALSE,en,36,4.7,86,1100000,631221,-2.03346E-05
Opposing Force,40468,[],1.239782,8/1/86,FALSE,en,3,4.3,100,0,0,-7.67437E-06
The Glimmer Man,9625,"[28, 12, 80, 18, 53]",6.107317,10/4/96,FALSE,en,108,4.8,92,45000000,0,-9.30146E-06
Gone in 60 Seconds,16246,"[28, 80, 18, 53]",4.76377,7/28/74,FALSE,en,44,6.5,105,0,0,-3.01232E-05
Grosse Pointe Blank,9434,"[28, 35, 53, 10749]",6.863343,4/11/97,FALSE,en,290,6.9,107,0,28084357,-4.68546E-06
Raptor,9938,[27],2.099618,11/6/01,FALSE,fr,7,3.6,81,0,0,-2.17113E-05
Avida,61077,[35],1.473477,9/13/06,FALSE,fr,7,6.4,83,0,0,-1.61903E-05
Caravan to Vaccares,38649,[53],1.043247,8/28/74,FALSE,en,1,2,98,0,0,-5.11546E-06
The Love Letter,31342,"[35, 10749]",2.49493,5/21/99,FALSE,en,18,5.8,88,0,0,-1.17764E-05
Asterix and the Vikings,9642,"[10751, 16, 35, 12]",7.39723,4/5/06,FALSE,fr,176,6.1,78,0,0,-6.2559E-06
Sensations of 1945,218097,[10402],2.286725,6/30/44,FALSE,en,1,6,86,0,0,1.19281E-05
Pumping Iron,5205,[99],5.776981,1/18/77,FALSE,en,147,7,85,1000000,0,-2.62334E-05
A Cry for Help: The Tracey Thurman Story,107244,[18],1.04986,10/2/89,FALSE,en,1,0,96,0,0,-1.64702E-06
Black Scorpion,27010,"[28, 878]",2.788353,8/22/95,FALSE,en,7,6.1,92,0,0,-3.72598E-05
The Acid House,12229,"[35, 18]",4.090723,7/2/98,FALSE,en,38,6.5,106,0,0,-2.51185E-05
All Dogs Go to Heaven 2,19042,"[10749, 16, 10751, 12, 14]",7.84136,3/29/96,FALSE,en,53,4.9,82,0,8620678,-1.03335E-05
Pola X,35717,"[18, 10749]",2.959948,5/12/99,FALSE,fr,15,5.9,134,0,0,-1.15671E-05
Alien from L.A.,31397,"[28, 10751, 878]",1.524671,1/1/88,FALSE,en,11,3,87,0,0,-1.42415E-05
Bone Eater,58791,[27],2.464196,10/17/07,FALSE,en,13,3,90,700000,0,-1.95362E-05
White Squall,10534,"[28, 18]",6.402247,2/2/96,FALSE,en,89,6.3,129,38000000,10300000,-8.272E-06
Mississippi Mermaid,1651,"[80, 18, 10749]",4.340837,6/18/69,FALSE,fr,33,6.5,123,0,0,-1.59995E-05
Grave Secrets: The Legacy of Hilltop Drive,70046,"[27, 53, 10770]",1.000001,3/2/92,FALSE,en,6,4.5,97,0,0,-3.30188E-05
The Crooked E: The Unshredded Truth About Enron,70207,[18],1.232511,1/5/03,FALSE,en,2,2.5,100,0,0,-3.34074E-05
Five Fingers of Death,21964,[28],3.889397,5/26/72,FALSE,zh,27,6.8,104,0,0,-3.89022E-06
Everything's Gone Green,13164,[35],2.127632,4/13/06,FALSE,en,7,5.1,95,0,0,-1.29142E-05
Hope Floats,9715,"[18, 10749]",6.252604,5/29/98,FALSE,en,90,5.9,114,0,0,-8.14695E-06
The Deviants,18154,"[35, 10749]",1.450859,5/29/04,FALSE,en,2,3,80,0,0,-2.35756E-05
Sneak Easily,320605,[35],1.002366,12/10/32,FALSE,en,0,0,17,0,0,-3.16701E-06
Fata Morgana,55624,"[99, 10769]",2.111672,6/4/71,FALSE,de,23,6.5,79,0,0,-1.11048E-05
The Last of the Mohicans,9361,"[28, 12, 18, 36, 10749, 10752]",8.308077,9/25/92,FALSE,en,805,7.1,112,40000000,75505856,3.99649E-06
Caravaggio,20537,"[18, 36]",3.734527,8/29/86,FALSE,en,26,6.4,93,0,0,-6.49978E-06
Unwed Father,252961,[18],1.8819,2/28/74,FALSE,en,0,0,73,0,0,-1.82638E-05
Succubare,192252,"[28, 27]",1.007132,9/1/77,FALSE,en,0,0,83,0,0,-8.12303E-06
The One Armed Swordsmen,155551,[28],1.268176,3/13/76,FALSE,zh,3,6,109,0,0,-1.09514E-05
Jacqueline Hyde,85011,"[27, 878]",1.300229,10/1/05,FALSE,en,4,3.9,94,0,0,-8.93106E-06
Lunacy,21156,"[35, 27]",2.483863,11/17/05,FALSE,cs,20,6.9,118,0,0,-1.08948E-05
Ms .45,22171,"[80, 18, 27, 53]",5.87614,4/24/81,FALSE,en,70,6.3,81,62000,0,-4.13133E-05
The Man from Snowy River,24266,"[10751, 18, 28, 37, 10749]",5.278683,3/2/82,FALSE,en,41,6.8,104,3500000,20659423,2.18876E-06
Rooftops,139301,[],1.336661,10/19/12,FALSE,es,1,5,77,0,0,-1.69744E-05
Which Way to the Front?,123961,"[10752, 35]",1.61844,9/3/70,FALSE,en,8,4.3,96,0,0,-5.45505E-06
Target,31600,"[18, 28]",3.11411,11/8/85,FALSE,en,21,6.2,117,0,0,-3.40336E-05
Baby's Day Out,11212,"[28, 12, 35, 10751]",6.197763,7/1/94,FALSE,en,310,5.8,99,50000000,16671505,-2.86266E-05
Sweet and Lowdown,9684,"[35, 18]",5.499927,12/3/99,FALSE,en,117,6.8,95,0,0,-1.00733E-05
Fool for Love,138969,"[10749, 35]",1.542178,1/17/10,FALSE,vi,3,6.5,100,0,0,-3.96491E-06
Hazaaron Khwaishein Aisi,21557,[18],1.354529,12/22/03,FALSE,hi,2,7.8,120,0,0,-1.10624E-05
Class Warfare,70972,"[18, 53, 80]",1.006023,4/10/01,FALSE,en,2,8.5,96,0,0,-7.95487E-06
Spitfire,197655,"[12, 28]",1.574192,1/24/95,FALSE,en,8,4.9,95,0,0,-2.15054E-05
Sons of Provo,214861,"[35, 10402]",1.148726,10/30/04,FALSE,en,1,8,93,0,0,-1.93882E-05
"The Adventures of Priscilla, Queen of the Desert",2759,"[18, 35]",6.311453,5/31/94,FALSE,en,192,7.2,104,0,11220670,-6.2158E-06
Chico,470085,[],1.49517,8/28/17,FALSE,pt,0,0,,0,0,-3.29232E-06
Across the Moon,214922,"[10749, 35, 18]",1.852643,3/28/95,FALSE,en,1,4,88,0,0,-3.91837E-05
Songcatcher,62677,"[18, 10402]",1.939763,3/1/01,FALSE,en,11,5.5,109,0,0,-5.51814E-06
Good Will to Men,46244,"[16, 18, 10749]",1.747986,12/23/55,FALSE,en,5,6,9,0,0,-2.09361E-05
Mr. Imperium,23245,"[10402, 18, 10749]",1.516253,3/2/51,FALSE,en,2,4.5,87,0,0,-1.13612E-06
The Hit,19621,"[18, 28, 53, 80]",4.509788,9/12/84,FALSE,en,46,6.5,98,0,0,-8.30785E-06
A New Wave,29983,"[28, 35]",1.215761,8/21/07,FALSE,en,2,4,0,0,0,-1.47617E-05
Snow Queen,16174,"[12, 10751, 14, 878]",6.035705,1/4/02,FALSE,en,20,5.6,180,0,0,-2.06144E-06
The Capture of Bigfoot,94548,"[12, 27, 878]",1.037959,11/1/79,FALSE,en,1,5,92,0,0,-2.03156E-05
Upswing,55496,[35],1.748939,2/28/03,FALSE,fi,13,6.8,98,0,0,-3.17046E-05
Fort Doom,27487,"[28, 27]",1.034971,4/7/04,FALSE,en,0,0,93,75000,0,-1.68835E-05
The Dresser,364902,[18],3.411231,10/31/15,FALSE,en,20,6.8,105,0,0,1.49763E-06
Dark Harvest,74101,[27],1.306837,4/20/04,FALSE,en,4,2,88,0,0,-1.91214E-05
Darkness,11056,[27],6.782142,10/2/02,FALSE,en,118,5.6,102,0,0,-2.0858E-05
Battlespace,34782,"[28, 12, 10769, 878]",1.11949,12/2/06,FALSE,en,2,5.3,87,0,0,-1.7774E-05
"O Brother, Where Art Thou?",134,"[28, 12, 35]",8.391545,8/30/00,FALSE,en,1207,7.3,106,26000000,71868327,-2.59374E-07
Packin' It In,55280,"[10770, 35]",1.000177,2/7/83,FALSE,en,0,0,95,0,0,-1.47844E-05
Naked City: Justice with a Bullet,279946,"[18, 80]",1.349182,10/4/98,FALSE,en,1,5,0,0,0,-2.63598E-05
Since Otar Left,13432,[18],2.103543,9/17/03,FALSE,fr,13,5.7,103,0,0,1.64494E-06
Rapid Exchange,119031,"[28, 53]",1.109887,5/13/03,FALSE,en,2,6,97,0,0,-1.29134E-05
The Island,1635,"[28, 53, 878, 12]",9.638334,7/20/05,FALSE,en,1927,6.5,136,126000000,162949164,-1.67701E-05
Amityville: A New Generation,33519,[27],2.854845,9/29/93,FALSE,en,17,2.8,90,1500000,0,-2.28015E-05
Blade,36647,"[27, 28]",11.234773,8/21/98,FALSE,en,2061,6.5,120,45000000,131183530,-1.36057E-05
Days of Heaven,16642,"[18, 10749]",7.209113,9/13/78,FALSE,en,251,7.6,94,0,0,-1.15994E-05
Wicked Little Things,10854,"[14, 27]",4.79056,1/1/06,FALSE,en,66,4.9,94,0,0,-8.76895E-06
Anywhere But Here,21349,"[18, 35, 10749]",5.317399,11/12/99,FALSE,en,69,5.9,114,23000000,18653615,-1.49427E-06
The Gay Divorcee,28288,"[35, 10402, 10749]",2.804162,10/12/34,FALSE,en,18,7.3,107,520000,0,9.48211E-06
Radio,13920,[18],6.396437,10/24/03,FALSE,en,164,6.8,109,32000000,52277485,-2.54883E-05
Mirage,19661,"[9648, 53]",3.177772,10/29/65,FALSE,en,21,6.5,108,0,0,-1.97367E-05
Lady in the Box,49702,"[9648, 53]",1.003049,1/1/01,FALSE,en,0,0,105,0,0,-7.12938E-05
Kwik Stop,88286,[18],1.199336,4/21/01,FALSE,en,4,7.4,110,0,0,-1.25907E-05
The Stranger,291151,"[18, 53, 27, 9648]",5.180617,6/12/15,FALSE,en,41,4.6,93,0,0,2.89529E-06
eXistenZ,1946,"[28, 53, 878, 27]",7.818891,4/14/99,FALSE,en,525,6.7,97,15000000,2856712,-6.96182E-06
Vanity Fair,11632,"[18, 10749]",5.352637,9/1/04,FALSE,en,81,5.5,141,23000000,16123851,1.87091E-06
The Inner Circle,73376,"[18, 10752, 36, 10749]",1.573549,12/25/91,FALSE,en,7,4.9,137,0,0,-0.000124404
Dark Reality,369517,[27],1.004957,10/6/06,FALSE,en,0,0,81,0,0,-2.07141E-05
When Women Had Tails,64961,"[35, 14, 878]",1.74555,12/16/70,FALSE,it,7,5.5,0,0,0,-3.44552E-05
Restoration,396152,[27],4.949527,5/3/16,FALSE,en,15,5.2,90,0,0,-3.55496E-06
Those Daring Young Men in Their Jaunty Jalopies,38792,"[12, 35]",2.288269,4/28/69,FALSE,en,12,6.7,122,0,0,1.02974E-06
Hunt for Justice,41888,[18],1.010353,6/6/05,FALSE,en,0,0,89,0,0,-1.48439E-05
Costa!,73678,"[10749, 35]",1.502915,3/1/01,FALSE,nl,9,6.4,95,2498210,4810190,-2.13218E-05
Dallas,113921,"[28, 37]",2.136095,12/30/50,FALSE,en,7,5.7,94,0,0,-9.27737E-08
Specter of the Rose,74794,"[18, 53]",1.365408,7/5/46,FALSE,en,4,4.5,90,0,0,1.28096E-06
A Perfect Couple,104449,"[35, 10749]",1.132992,4/6/79,FALSE,en,2,3.5,110,0,0,-8.58589E-06
2 G's & a Key,252461,[28],1.082516,8/22/00,FALSE,en,1,7,97,0,0,-1.67043E-05
Welcome to Paradise,74034,[18],1.004382,10/1/07,FALSE,en,0,0,105,0,0,-4.9033E-06
Goin' South,34130,"[35, 37]",2.903229,10/6/78,FALSE,en,36,5.5,109,0,0,-1.34332E-05
The Bone Collector,9481,"[18, 9648, 53, 80]",7.070373,11/4/99,FALSE,en,914,6.5,118,73000000,151493655,-1.35295E-05
A Chinese Tall Story,45912,"[28, 878, 14]",1.897758,12/22/05,FALSE,cn,8,5.2,103,0,0,-5.63223E-06
Pixel Perfect,124117,"[10751, 878, 35]",2.717054,11/13/04,FALSE,en,19,5.1,85,0,0,-6.06646E-05
Home Team,55336,"[35, 10751]",1.759544,11/1/99,FALSE,en,5,5.1,91,0,0,-2.18138E-05
King of the Gypsies,20863,[18],2.449577,12/20/78,FALSE,en,4,6,112,0,0,-6.32471E-05
Avatar,19995,"[28, 12, 14, 878]",37.678897,12/10/09,FALSE,en,12849,7.2,162,237000000,2787965087,-4.3457E-06
The Devil and Daniel Mouse,60637,"[14, 10402, 35, 16]",1.471061,10/1/78,FALSE,en,5,6.4,25,0,0,-2.08603E-06
Downhill Racer,33166,[18],6.995156,11/6/69,FALSE,en,25,6.1,101,16500000,0,-1.6534E-05
Parents,27607,"[35, 18, 27]",4.896496,1/27/89,FALSE,en,41,6,81,0,0,-9.50857E-06
The Nun,42968,"[27, 9648]",3.728529,11/3/05,FALSE,es,31,4.3,101,0,0,-2.10931E-05
The Barber of Siberia,51300,"[35, 18, 10749]",2.411482,10/13/98,FALSE,ru,33,7.2,180,35000000,0,-6.28601E-06
"Rally 'Round the Flag, Boys!",111678,"[35, 10749]",1.342941,12/23/58,FALSE,en,1,6,106,0,0,-1.09283E-05
Iron Eagle,11037,"[28, 53, 10752]",4.803286,1/17/86,FALSE,en,68,4.8,117,0,0,-1.60968E-05
I Won't Play,180505,[],1.037299,11/11/44,FALSE,en,1,7,18,0,0,-1.29554E-05
Reeseville,73256,"[9648, 53]",1.564605,3/7/03,FALSE,en,0,0,99,0,0,-1.82887E-05
On Her Majesty's Secret Service,668,"[12, 28, 53]",12.465512,12/12/69,FALSE,en,490,6.5,142,6500000,81974493,4.41435E-06
Intimate Encounters,411708,[18],1.031031,9/28/86,FALSE,en,0,0,0,0,0,-1.12218E-06
Samantha,180582,[],1.566383,11/20/92,FALSE,en,1,4,96,0,0,4.25278E-07
It Came from Outer Space II,212306,"[10770, 878]",1.45374,12/31/95,FALSE,en,2,3.5,89,0,0,-2.87332E-05
Unidentified,243520,"[878, 35, 27]",1.177219,11/8/13,FALSE,en,2,4.5,90,0,0,-2.02359E-05
The Wind and the Lion,14815,"[28, 12, 18, 36]",8.042519,10/26/75,FALSE,en,48,6.7,119,0,0,-4.09905E-06
Showtime,5851,"[28, 35]",7.293304,3/14/02,FALSE,en,301,5.3,95,85000000,77741732,-7.65798E-06
Down Argentine Way,43810,"[35, 18, 10402, 10749]",1.357449,10/11/40,FALSE,en,5,5.7,89,0,0,3.15739E-06
Blood Stalkers,138012,[27],1.083225,11/1/76,FALSE,en,2,5,90,0,0,-1.4941E-05
Virtual Combat,83288,"[878, 28]",2.320691,7/11/95,FALSE,en,3,7.3,97,0,0,-2.67785E-05
Today You Die,8382,"[28, 12, 53]",2.838138,9/13/05,FALSE,en,32,4,92,0,0,-1.67856E-05
Last Stand of the 300,37122,"[99, 36, 10752]",1.11788,5/27/07,FALSE,en,3,6.5,90,0,0,-5.52997E-06
The Evil Below,59011,"[27, 9648]",1.000497,1/1/89,FALSE,en,0,0,92,0,0,-1.23168E-05
"Eversmile, New Jersey",80613,"[10749, 35, 18]",1.354964,9/11/89,FALSE,en,2,5.5,91,0,0,-2.23202E-06
Cadillac Man,10164,"[35, 18]",4.825371,5/18/90,FALSE,en,55,5.2,97,0,27575086,-2.22843E-05
The Falls,33356,"[18, 878]",2.200672,1/1/80,FALSE,en,9,8,195,0,0,-2.69499E-05
Dominion,436552,[18],2.213153,10/7/16,FALSE,en,1,7,101,5,0,-2.99929E-05
She's Having a Baby,12714,"[35, 18, 10749]",3.997152,2/5/88,FALSE,en,54,5.6,106,0,0,-5.26273E-06
Pictures of Baby Jane Doe,297829,[],1.001648,1/1/95,FALSE,en,0,0,0,0,0,-5.31142E-05
Teenage Exorcist,29506,"[27, 35]",2.018566,12/5/91,FALSE,en,4,5.8,86,0,0,-5.93732E-06
First Man Into Space,28955,"[18, 27, 878]",2.489114,2/1/59,FALSE,en,12,5.2,77,0,0,1.85207E-06
The Big Easy,11028,"[18, 28, 80, 9648]",6.016974,11/27/86,FALSE,en,55,6.3,102,0,0,-2.79173E-05
Big Bad Mama II,86483,"[28, 35, 80]",1.219568,10/1/87,FALSE,en,3,5.7,83,0,0,-1.45056E-05
Princess Raccoon,37711,"[14, 18, 35]",1.838199,5/28/05,FALSE,ja,6,5.1,111,0,0,-2.91072E-06
Flipper,36355,"[12, 10751]",6.39539,5/17/96,FALSE,en,88,5.3,95,25530000,20080020,-5.18942E-06
Curse of the Forty-Niner,64801,[27],1.460363,1/1/02,FALSE,en,4,3.6,86,0,0,-1.55705E-05
The Best Day of My Life,12798,[],1.431604,4/12/02,FALSE,en,3,7,102,0,0,-4.61866E-06
Dangerous Game,49299,[18],3.03265,11/19/93,FALSE,en,9,5.4,108,0,0,-8.00207E-07
The Ghastly Ones,84360,[27],1.086121,9/6/68,FALSE,en,2,3.3,81,0,0,-8.1517E-06
Twister,664,"[28, 12, 18]",9.44316,5/10/96,FALSE,en,1031,6.1,113,92000000,494471524,-1.41903E-05
Ernest Goes to Jail,18943,"[35, 10751]",3.197229,4/6/90,FALSE,en,34,5.1,81,0,0,-6.80757E-06
The Toybox,41825,"[53, 27]",1.075484,1/1/05,FALSE,en,1,5,0,0,0,-9.57296E-06
A Pyromaniac's Love Story,2307,"[35, 18, 10749]",1.999953,4/28/95,FALSE,en,2,7,94,0,0,-1.74142E-05
Diamonds of Kilimandjaro,28828,"[28, 12, 27]",2.199432,6/3/83,FALSE,es,6,3,95,0,0,-5.79017E-06
Illegally Yours,48719,"[35, 10749]",1.114009,1/1/88,FALSE,en,3,4,102,0,0,-7.72618E-06
Valley of Angels,216865,[],1.38103,3/3/08,FALSE,en,1,4.5,0,0,0,-2.80002E-05
Delivering Milo,24811,"[14, 35]",2.446399,1/4/01,FALSE,en,9,5.6,94,0,0,-2.91403E-06
Shadow Magic,68894,"[18, 10769, 36]",1.084441,9/8/00,FALSE,en,1,6,116,0,0,-1.14903E-05
The Monster Maker,108382,[27],1.235158,4/15/44,FALSE,en,6,5.1,62,0,0,-9.16471E-06
The Fourth Angel,57047,"[28, 53, 12]",2.372199,8/15/01,FALSE,en,20,5.7,96,0,0,-1.52106E-05
End of Days,9946,"[28, 14, 27, 9648]",8.428268,11/24/99,FALSE,en,515,5.5,121,100000000,211989043,-2.60369E-05
In the Line of Fire,9386,"[28, 18, 53, 80, 9648]",8.676696,7/8/93,FALSE,en,414,6.8,128,40000000,176997168,-5.38556E-06
Cold Mountain,2289,"[36, 18, 12]",8.101738,12/24/03,FALSE,en,578,6.8,154,79000000,173013509,-9.82374E-06
The Great Gatsby,64682,"[18, 10749]",12.246503,5/10/13,FALSE,en,4175,7.3,143,105000000,351040419,-1.72792E-06
Seven Doors to Death,167269,"[10749, 9648]",1.116543,8/16/44,FALSE,en,0,0,64,0,0,-1.53098E-06
The Invisible Circus,18856,[18],4.914418,2/23/01,FALSE,en,14,5.1,93,0,0,-1.01397E-05
Jaani Dushman: Ek Anokhi Kahani,159436,[],1.203251,8/16/02,FALSE,hi,4,4.8,179,0,0,-2.02076E-05
The Million Dollar Hotel,318,"[18, 53]",6.384135,2/9/00,FALSE,en,81,5.9,122,8000000,0,-3.40695E-05
Criminal Law,41952,"[18, 53, 10749]",7.546586,1/1/88,FALSE,en,22,5.4,117,0,0,-1.36442E-05
Crimes and Misdemeanors,11562,"[35, 18]",7.861849,10/13/89,FALSE,en,219,7.5,104,19000000,18254702,-4.46052E-05
Salt and Pepper,33736,"[28, 35, 53]",1.811539,7/3/68,FALSE,en,7,5.1,102,0,0,-6.89321E-06
Death at Love House,184150,"[10770, 27, 9648]",1.150863,9/2/76,FALSE,en,2,5,74,0,0,-7.02596E-06
The Ritz,63848,"[10402, 35]",1.436584,8/12/76,FALSE,en,10,6.6,91,0,0,1.91701E-06
The Brotherhood of Satan,42519,[27],1.4278,8/6/71,FALSE,en,10,5.6,92,0,0,-4.00115E-06
Grandma Got Run Over by a Reindeer,51531,"[16, 10751]",2.083468,10/31/00,FALSE,en,10,5.4,51,0,0,-3.49513E-05
The Comedians of Comedy,16452,"[35, 99]",2.407568,3/1/05,FALSE,en,15,7.2,103,0,0,-7.33312E-06
Boarding Gate,14735,"[18, 53]",3.389041,5/18/07,FALSE,en,19,5.1,106,0,0,-1.8161E-05
The Red Right Hand,66621,[],1.04704,1/1/01,FALSE,en,1,3,85,0,0,-2.39654E-05
Running Scared,7304,"[28, 80, 18, 53]",6.600389,1/6/06,FALSE,en,349,7,122,17000000,9500000,-6.45464E-06
Admissions,73452,[18],1.328045,10/16/04,FALSE,en,1,6,84,0,0,2.30009E-06
In & Out,10806,"[35, 10749]",7.325715,9/10/97,FALSE,en,194,6.2,90,35000000,0,-9.90773E-06
Miranda,52212,"[35, 10749]",5.721321,10/15/85,FALSE,it,16,5.3,93,0,0,-2.04969E-06
Evelyn: The Cutest Evil Dead Girl,114835,[],1.075911,9/10/02,FALSE,en,1,8,8,0,0,-8.45537E-06
Lady Frankenstein,3122,"[27, 878]",2.330087,10/22/71,FALSE,it,11,4,99,0,0,-1.35276E-05
The Chilling,60413,"[878, 27]",1.217589,1/1/89,FALSE,en,3,5.3,90,0,0,-2.00729E-05
Fuckland,251504,[18],1.10893,9/20/00,FALSE,es,1,5,84,0,0,-4.17322E-06
Space Daze,250448,[35],1.076075,5/31/05,FALSE,en,2,3,82,100000,0,-1.22676E-05
Alien Express,58783,"[10770, 878]",1.14575,8/13/05,FALSE,en,2,3,120,0,0,-1.87746E-05
Enigma,10491,"[9648, 18, 53, 10749, 10752]",5.335726,1/22/01,FALSE,en,81,6.1,119,0,15705007,-2.51209E-06
Blackwater Valley Exorcism,71783,[27],1.431249,10/17/06,FALSE,en,6,5.1,90,0,0,-1.68106E-05
Hollow Triumph,25672,"[53, 80]",1.980059,6/18/48,FALSE,en,12,6.8,83,0,0,-4.2862E-07
Ghost Son,50392,"[18, 27, 9648, 53]",1.808576,4/5/07,FALSE,en,6,3.5,78,0,0,-2.19381E-06
Shadows and Fog,19200,"[53, 35]",6.096089,12/5/91,FALSE,en,84,7,85,14000000,2735731,1.71121E-06
Inferno,207932,"[9648, 53]",14.414847,10/13/16,FALSE,en,2493,5.7,121,75000000,220021259,-6.59564E-05
Algiers,22657,"[18, 28, 9648, 10749]",1.802104,6/28/38,FALSE,en,6,5.8,96,0,0,2.58479E-06
Cross Creek,115332,"[18, 10749]",2.148997,9/21/83,FALSE,en,6,6.5,127,0,0,-2.7501E-06
Santa Sangre,19236,"[14, 27, 9648]",4.523604,5/1/89,FALSE,en,81,7.1,123,787000,0,-4.13218E-06
Cujo,10489,"[27, 53]",6.845476,8/10/83,FALSE,en,206,5.7,91,5000000,21200000,-9.30675E-06
A Christmas Carol,17979,"[16, 18]",13.718141,11/4/09,FALSE,en,1259,6.6,96,200000000,325233863,4.21034E-06
The Ten Steps,228434,"[27, 53]",1.175192,10/23/04,FALSE,en,3,6.7,10,0,0,-1.67729E-05
14 Hours,196536,"[18, 53]",1.332184,11/10/05,FALSE,en,1,0.5,0,0,0,-5.93777E-06
Hell Ride,13300,"[28, 53]",4.61531,8/8/08,FALSE,en,60,5.5,84,0,194287,-1.53397E-05
Skins,50123,"[28, 18]",1.228962,1/14/02,FALSE,en,1,6,84,0,249204,-2.24945E-05
Half Past Dead,10167,"[80, 28, 53]",7.101803,11/15/02,FALSE,en,89,4.5,98,13000000,0,-1.43219E-05
Crooklyn,34152,"[35, 18]",2.760464,5/13/94,FALSE,en,34,6.7,115,0,0,-3.69472E-05
The Strangeness,92702,[27],1.417123,1/1/85,FALSE,en,6,5.5,93,0,0,-1.08873E-05
Spider Forest,21781,"[18, 10769, 27, 9648, 53]",3.048272,9/3/04,FALSE,ko,33,6.7,112,0,0,-1.78934E-05
The French Line,52843,"[18, 10749, 35]",1.00369,2/8/54,FALSE,en,0,0,102,0,0,-3.48141E-06
Blindfold: Acts of Obsession,125332,"[53, 80]",1.392855,5/20/94,FALSE,en,2,4.3,93,0,0,-2.03749E-05
Bhagam Bhag,41188,"[18, 35, 53, 10749, 10769]",2.170819,12/22/06,FALSE,en,15,6,157,0,0,-1.53045E-05
Mon oncle Antoine,74689,"[35, 18]",1.300638,11/12/71,FALSE,fr,8,8,104,0,0,-4.96312E-06
Sun Valley Serenade,43797,"[35, 10402, 10749]",1.995281,8/29/41,FALSE,en,3,6,86,0,0,-2.58893E-06
Volcano,10357,"[878, 28, 18, 53]",8.987656,4/25/97,FALSE,en,414,5.3,104,90000000,0,-2.82659E-05
Bride of the Gorilla,22856,[27],2.639884,10/1/51,FALSE,en,8,5.3,70,0,0,-1.00326E-05
Killjoy,27711,[27],2.06475,10/24/00,FALSE,en,11,2.1,72,150000,0,-1.12609E-05
Garden State,401,"[35, 18, 10749]",10.28281,7/28/04,FALSE,en,671,7.1,102,2500000,26781723,-4.47615E-06
Coach of the Year,62602,[18],1.0698,12/20/80,FALSE,en,1,7,90,0,0,-1.00195E-05
The End of Suburbia: Oil Depletion and the Collapse of the American Dream,19112,[99],1.456639,5/5/04,FALSE,en,9,7.3,78,0,0,-4.34369E-06
Anemic Cinema,58094,[],2.086535,1/1/26,FALSE,fr,20,6.5,7,0,0,2.81245E-06
Swirl,304447,[],1.019765,6/12/14,FALSE,en,0,0,45,0,0,-4.97081E-06
A Thousand and One Nights,90984,[12],1.213254,7/20/45,FALSE,en,4,3.8,93,0,0,1.58673E-05
Naked Alibi,28560,[80],2.144776,10/1/54,FALSE,en,6,4.4,86,0,0,1.66905E-07
Beowulf,2310,"[12, 28, 16]",9.322448,11/5/07,FALSE,en,921,5.5,115,70000000,195735876,-3.64823E-05
The Butter Battle Book,52458,"[16, 10751]",1.40066,11/13/89,FALSE,en,3,4.8,24,0,0,1.75327E-06
The Magnificent Seven Ride!,43417,"[28, 37]",3.395485,8/1/72,FALSE,en,12,5.5,100,3000000,0,-6.59217E-06
Herman U.S.A.,165621,[],1.003517,1/1/01,FALSE,en,0,0,89,0,0,5.27522E-06
Nightkill,167119,"[9648, 53, 80, 27]",1.336033,12/18/80,FALSE,en,1,10,104,0,0,-4.9199E-06
Everything You Want,21753,"[35, 18, 10749]",2.341118,1/1/05,FALSE,en,6,3.3,93,0,0,-1.92291E-05
Armageddon,95,"[28, 53, 878, 12]",13.00455,7/1/98,FALSE,en,2699,6.5,151,140000000,553799566,-1.31836E-05
Death Wish 3,24873,"[28, 80, 18, 53]",6.358443,11/1/85,FALSE,en,72,6.1,92,9000000,16945171,-8.09856E-06
Walk the Talk,40786,"[35, 18]",2.252843,6/15/07,FALSE,en,1,2,93,0,0,-7.80381E-05
