Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
The Sentinel,5820,"[28, 53, 80]",7.754653,4/19/06,FALSE,en,237,5.8,108,60000000,77920346,9.48372E-06
Brigham Young,56152,"[36, 10749, 37]",1.843737,9/27/40,FALSE,en,6,3.5,114,0,0,1.54442E-05
Dead Letter Office,137612,"[35, 10749, 10769]",1.007547,8/20/98,FALSE,en,0,0,95,0,0,-1.45297E-05
All I Desire,63858,[18],1.883336,6/25/53,FALSE,en,6,7.7,79,0,0,2.06535E-05
Lurking Terror,329549,[],1.002353,5/23/02,FALSE,en,0,0,86,0,0,-4.18605E-06
The Golden Chance,197934,[],1.21873,12/30/15,FALSE,en,1,9,74,0,0,1.84106E-05
Gen,52131,[53],1.809124,4/7/06,FALSE,tr,7,4.2,105,0,0,1.4372E-05
BASEketball,14013,[35],8.370546,7/28/98,FALSE,en,161,5.9,103,0,7027290,-5.72805E-06
"No, No, Nanette",316779,"[35, 10402]",1.513533,2/16/30,FALSE,en,2,2.5,98,0,0,9.26684E-06
My Name Is Modesty: A Modesty Blaise Adventure,20013,"[28, 53]",2.818173,1/1/04,FALSE,en,14,4.1,78,0,0,-1.65767E-05
Sayonara,40885,"[18, 10749]",4.018986,12/5/57,FALSE,en,20,5.5,147,0,0,2.07062E-06
Peaches,13789,"[18, 10749]",1.472821,6/9/05,FALSE,en,3,5.2,109,0,0,-6.59789E-06
Babe Ruth,181532,[],1.415314,8/16/98,FALSE,en,1,6.5,60,0,0,1.57329E-05
The Thief of Bagdad,12232,"[28, 12, 10751, 14]",5.192332,12/25/40,FALSE,en,54,7.4,106,0,0,2.52051E-05
The Fox & the Child,5139,[35],5.558105,12/27/07,FALSE,fr,90,6.4,110,13000000,0,1.47122E-05
House of Games,26719,"[80, 18, 9648, 53]",5.854592,10/11/87,FALSE,en,89,7,102,0,2585639,2.44925E-05
Carlos Mencia: No Strings Attached,50818,[35],1.058331,3/12/06,FALSE,en,1,7,62,0,0,1.68598E-06
The Barbarian and the Geisha,65590,"[28, 12, 18]",1.371824,9/30/58,FALSE,en,8,5.6,105,0,0,-1.83827E-05
The Light That Failed,176086,[18],1.705659,12/24/39,FALSE,en,1,7,97,0,0,2.3649E-05
The Limbic Region,292918,[],1.274298,6/30/96,FALSE,en,1,6,100,0,0,1.92592E-05
Cinderella 2000,29420,"[14, 878]",1.575439,9/14/77,FALSE,en,3,1,89,0,0,2.71569E-06
The Zombie Chronicles,27739,[],1.039834,1/1/01,FALSE,en,1,0.5,71,0,0,-3.0201E-05
Sniper,9545,"[28, 18, 53]",6.943533,1/29/93,FALSE,en,114,5.9,98,0,18994653,-4.82976E-05
Husbands Beware,116954,[35],1.012611,1/5/56,FALSE,en,0,0,16,0,0,-2.41246E-05
Running Mates,291726,"[10770, 18, 35]",1.7226,8/13/00,FALSE,en,5,5.2,90,0,0,-3.89825E-05
The Last Command,52679,"[18, 36, 10749]",1.982678,1/22/28,FALSE,en,18,7.7,88,0,0,2.92196E-05
Hot Millions,26186,[35],3.960058,9/19/68,FALSE,en,9,6.1,106,0,0,-7.24737E-06
Ghosts That Still Walk,113131,[27],1.154973,1/1/77,FALSE,en,2,4.5,92,0,0,1.51828E-05
A Special Day,473191,[18],1.271829,8/5/17,FALSE,fa,0,0,90,150000,60000,-1.11199E-05
The Strange Case of the End of Civilization as We Know It,6078,"[35, 53, 80, 10769]",1.527092,9/18/77,FALSE,en,7,6.1,56,0,0,-1.47582E-05
Domino,9923,"[28, 80]",6.119905,9/22/05,FALSE,en,482,6,127,50000000,22944502,-1.61621E-05
Traces of Red,103299,"[18, 28, 53, 80, 9648]",2.168115,11/13/92,FALSE,en,4,7.3,105,0,3206713,-3.15916E-05
Envy,10710,[35],5.581094,4/30/04,FALSE,en,150,4.8,99,40000000,0,-2.8079E-05
The Corpse Vanishes,26922,"[878, 27]",2.292927,5/8/42,FALSE,en,13,4,64,0,0,1.25886E-06
The Tooth Fairy,53953,[27],2.089446,8/8/06,FALSE,de,13,4.3,0,0,0,-3.71197E-06
The Story of Vickie,46363,"[18, 36, 35, 10749]",1.705086,12/15/54,FALSE,de,9,6.5,103,0,0,2.08287E-05
Insignificance,42035,"[35, 18]",2.79203,1/1/85,FALSE,en,18,6.2,110,0,0,1.02375E-05
My Tutor Friend,18371,[35],1.788367,1/30/03,FALSE,ko,13,6.3,110,0,0,8.07208E-06
Gunga Din,24965,"[28, 12, 18, 10752]",4.28005,1/24/39,FALSE,en,42,6.6,117,0,0,-1.07229E-05
Outrage,73492,"[18, 80]",1.634499,9/27/50,FALSE,en,8,6.6,75,0,0,5.24195E-06
Ruby in Paradise,47889,"[18, 10749]",2.001286,10/8/93,FALSE,en,10,5.6,114,800000,1001437,2.33357E-05
Scarface,111,"[28, 80, 18, 53]",11.748176,12/8/83,FALSE,en,3236,8,170,25000000,65884703,1.62032E-05
All Dogs Go to Heaven,11497,"[18, 16, 10751, 35, 14]",8.41491,11/17/89,FALSE,en,265,6.3,89,13800000,27100027,-4.98771E-07
The Ring,565,"[27, 9648]",13.432326,10/18/02,FALSE,en,1879,6.5,115,48000000,249348933,1.62894E-06
And Never Let Her Go,125167,"[18, 53, 80, 9648]",1.183413,4/1/01,FALSE,en,2,3,200,0,0,1.42361E-05
Brown of Harvard,117211,"[18, 10749]",1.790292,5/2/26,FALSE,en,2,6.5,85,0,0,1.83862E-05
Killer Tomatoes Eat France!,36896,"[27, 35, 878]",1.658711,11/18/92,FALSE,en,8,4.1,94,0,0,-4.3476E-05
There's a Girl in My Soup,42599,"[35, 10749]",2.44286,12/15/70,FALSE,en,17,5.9,95,0,0,-3.36935E-05
The Unguarded Moment,94407,"[18, 9648, 53]",1.560262,11/1/56,FALSE,en,5,6.6,95,0,0,2.52095E-05
The Trespasser,53796,[18],1.561596,11/11/29,FALSE,en,3,5,90,0,0,3.81872E-05
Carol's Journey,56746,[18],1.524186,9/6/02,FALSE,es,7,6.9,100,0,0,1.84216E-05
Time at the Top,142815,"[9648, 10751, 878, 14, 12]",1.154008,1/17/99,FALSE,en,2,4.8,96,0,0,1.24028E-05
Pick a Star,127040,[35],1.648295,3/21/37,FALSE,en,2,4,76,0,0,1.31278E-05
Pigs Is Pigs,56011,[16],1.365109,5/21/54,FALSE,en,5,5.1,10,0,0,7.9854E-06
Grey Gardens,19851,"[18, 36, 10770]",4.017211,4/18/09,FALSE,en,39,6.9,104,12000000,0,-7.81169E-06
Twelve Monkeys,63,"[878, 53, 9648]",9.625594,12/29/95,FALSE,en,2661,7.4,129,29500000,168840000,1.54124E-05
Fay Grim,24200,"[35, 53]",3.282561,9/11/06,FALSE,en,19,6.7,118,0,0,1.20126E-05
What's the Matter with Helen?,42530,"[80, 18, 27]",1.487777,6/30/71,FALSE,en,9,5.9,101,0,0,-1.28334E-06
The Wedding Video,122843,[35],2.77782,8/17/12,FALSE,en,13,6.2,94,0,0,2.35225E-05
Saving Grace,2360,"[80, 35]",6.396923,1/24/00,FALSE,en,127,6.4,93,10000000,26330482,-2.14161E-05
102 Dalmatians,10481,"[35, 10751]",7.087468,10/7/00,FALSE,en,352,5.1,100,85000000,183611771,-2.09314E-05
D.R.E.A.M. Team,216290,"[12, 28]",1.985989,9/25/99,FALSE,en,4,4.5,81,5000000,0,-1.30743E-07
Vampires: Los Muertos,10605,"[27, 53, 28]",4.867676,9/23/02,FALSE,en,37,4.7,93,0,0,-4.06344E-05
How to Eat Fried Worms,24115,"[35, 18, 10751]",5.485458,1/1/06,FALSE,en,23,5.2,98,0,13022756,6.3329E-06
Parsifal,176167,"[18, 10402]",1.241385,4/30/82,FALSE,de,3,8.3,255,0,0,6.5965E-06
Seven Minutes in Heaven,38981,"[35, 18, 10749]",2.162683,5/9/85,FALSE,en,9,6.6,88,0,0,-1.38541E-05
Berserker,61714,"[28, 12, 14]",1.430996,5/11/04,FALSE,en,4,3.9,84,0,0,2.59432E-05
Scarecrow,31587,"[18, 53]",5.050646,4/11/73,FALSE,en,65,6.9,112,0,0,-2.47509E-05
Confessions of a Young American Housewife,81476,[18],1.913697,6/11/74,FALSE,en,7,6.4,73,25000,0,1.37915E-05
Jack Frost,9745,"[35, 10751, 18, 14]",6.960928,12/10/98,FALSE,en,284,5.5,101,27000000,0,-5.05327E-06
The Lotus Eaters,252501,"[18, 35]",1.623511,9/12/93,FALSE,en,1,7,101,0,0,-1.12031E-05
Higher and Higher,43511,"[35, 10402]",1.064485,12/31/43,FALSE,en,1,6,90,0,0,2.15992E-05
School of Life,451499,[],2.914064,10/11/17,FALSE,fr,17,7.1,116,0,0,1.31251E-05
Return to the Batcave: The Misadventures of Adam and Burt,20776,"[35, 28, 99]",2.305408,3/9/03,FALSE,en,14,5.8,90,0,0,-5.06959E-05
Bill & Ted's Bogus Journey,1649,"[12, 35, 10751, 14, 878]",8.052506,7/19/91,FALSE,en,320,5.9,98,0,0,1.22974E-05
Mummy Raider,246727,"[28, 12, 14]",1.34799,1/8/02,FALSE,en,3,4.8,45,0,0,-4.49832E-05
Starship Troopers,563,"[12, 28, 53, 878]",9.700677,11/6/97,FALSE,en,1662,6.7,129,105000000,121214377,-3.27289E-05
Megazone 23,155017,[],1.208691,1/1/85,FALSE,ja,4,5.3,81,0,0,7.34014E-06
China O'Brien,13293,"[28, 53]",2.656264,1/1/90,FALSE,en,15,6.1,86,0,0,1.01222E-05
The Dentist,9568,"[27, 53]",4.840873,6/7/96,FALSE,en,63,5.1,92,2500000,0,-1.55686E-05
Holes,8326,"[12, 10751, 18, 35]",7.130263,4/18/03,FALSE,en,419,6.7,117,20000000,0,1.66656E-05
How Tasty Was My Little Frenchman,105347,"[35, 10769, 12]",1.221812,6/1/71,FALSE,pt,5,4.8,84,0,0,2.18495E-05
Forbidden Planet,830,[878],8.655882,3/15/56,FALSE,en,252,7.3,98,1900000,3250000,-9.22426E-06
Once in the Life,45203,"[28, 80, 18]",1.146005,10/27/00,FALSE,it,2,5.5,107,0,0,1.15654E-05
666: The Child,42289,[27],2.39684,6/6/06,FALSE,en,7,3.1,80,0,0,-3.81998E-06
Surviving Christmas,15566,"[35, 10749]",9.118496,9/21/04,FALSE,en,122,5.3,91,45000000,14793624,5.27755E-06
The Informer,43896,[18],2.560872,5/9/35,FALSE,en,25,6.6,91,243000,950000,-4.2266E-05
The French Doors,249442,[],1.107804,1/1/02,FALSE,en,1,7,13,0,0,4.54946E-06
Haunted Boat,42705,[27],1.111437,1/1/05,FALSE,it,1,3,0,0,0,3.72943E-06
The Second Renaissance Part I,24358,"[878, 16]",3.394538,2/1/03,FALSE,en,38,7.5,9,0,0,2.21736E-05
The Alamo: Thirteen Days to Glory,282040,"[10770, 37]",1.684933,11/11/87,FALSE,en,3,5.3,140,0,0,-2.68034E-05
Carmen,111322,"[35, 18, 10749]",2.031371,1/1/85,FALSE,es,3,5,18,0,0,2.01048E-05
MacArthur,31037,"[18, 36]",3.185078,7/1/77,FALSE,en,25,6.3,130,9000000,0,9.65717E-06
War Babies,156412,[35],1.227121,9/11/32,FALSE,en,2,3,10,0,0,7.83307E-06
The Last Mile,72002,"[18, 53, 80]",1.588596,2/18/59,FALSE,en,6,5.5,81,0,0,2.43112E-05
Elena and Her Men,53156,"[18, 35, 10749]",1.601238,9/12/56,FALSE,fr,6,5,95,0,0,-1.49476E-06
Riding Giants,291,[99],2.500612,7/9/04,FALSE,en,25,7.4,105,2600000,3166000,1.36305E-05
They Gave Him a Gun,150712,[],1.009267,5/7/37,FALSE,en,0,0,94,0,0,6.28367E-06
Rumors,200360,"[80, 53]",1.026258,5/9/00,FALSE,it,0,0,0,0,0,1.17943E-05
The Sissy Duckling,442905,"[16, 10751, 10770]",1.051059,9/14/99,FALSE,en,1,4,39,0,0,-1.6335E-05
Panic in the Streets,32078,"[18, 53, 80]",3.360932,6/12/50,FALSE,en,25,7.2,96,0,0,1.57913E-05
Mary and Rhoda,252724,"[10770, 35, 18, 10749]",1.415519,2/7/00,FALSE,en,0,0,86,0,0,-6.5791E-06
The Sea That Thinks,69974,[],1.746832,12/20/00,FALSE,en,5,6.8,100,0,0,1.33013E-05
The Return of Chandu,100100,"[28, 14]",1.306422,10/1/34,FALSE,en,1,4,208,0,0,-3.69206E-06
Down to Earth,16300,"[14, 35, 878, 10749]",8.038759,2/16/01,FALSE,en,102,4.9,87,0,0,-2.70119E-05
Moon Child,21513,"[27, 28, 53, 878, 10769]",1.981893,4/19/03,FALSE,ja,10,5.5,120,0,0,1.32524E-05
The Stone Boy,154276,[18],2.296879,4/4/84,FALSE,en,3,5.7,91,0,0,1.32919E-05
Blood of the Samurai,268951,[],1.001662,1/1/01,FALSE,en,0,0,0,0,0,1.77121E-05
Wizards of the Lost Kingdom,7234,"[28, 12, 14]",1.655827,10/1/85,FALSE,en,9,2.2,79,0,0,-2.31182E-05
Eddie Murphy: Delirious,15251,[35],9.549722,8/17/83,FALSE,en,112,7.7,69,0,0,1.50399E-05
Cat Soup,25078,"[14, 16, 878, 10751]",3.311309,2/21/01,FALSE,ja,31,7.2,34,0,0,-1.71308E-05
Shower,474437,[],1.047472,9/18/12,FALSE,en,1,8,8,0,0,3.30989E-05
The Amazing Mr. Williams,191124,"[35, 18, 9648]",1.272086,11/22/39,FALSE,en,2,6.5,80,0,0,1.50467E-05
Strong Island Boys,351418,[18],1.001642,1/3/97,FALSE,en,0,0,90,0,0,1.8445E-05
"Paree, Paree",300171,"[10749, 10402, 35]",1.003781,9/8/34,FALSE,en,0,0,21,0,0,9.39341E-06
No One Writes to the Colonel,120129,"[18, 10769]",1.706272,6/4/99,FALSE,es,4,3.6,118,0,0,-1.64876E-05
The Compleat Al,23496,"[35, 99]",1.285327,1/1/85,FALSE,en,1,10,102,0,0,2.27521E-05
Nothing Personal,45806,[18],2.363929,8/14/09,FALSE,en,22,6.4,85,0,0,-4.66774E-05
Private Lessons II,236409,[],1.142716,3/6/93,FALSE,ja,0,0,85,0,0,2.80533E-06
Super Speedway,21749,[99],1.8827,1/1/97,FALSE,en,1,7,50,0,0,3.10203E-05
Don't Look Up,58405,[27],1.609025,1/1/96,FALSE,ja,4,7.3,75,0,0,-3.28163E-05
Rent-a-Kid,36357,"[35, 10751, 10770]",2.626242,1/1/95,FALSE,en,15,5.1,85,0,0,1.28115E-05
Deewaar: Let's Bring Our Heroes Home,127531,"[18, 28, 10769]",1.037872,6/25/04,FALSE,hi,1,7,161,0,0,-1.50732E-05
Going Berserk,24772,"[35, 18]",2.141253,9/30/83,FALSE,en,5,5.4,85,0,0,-1.98107E-05
Sugar Cookies,29850,[18],1.51851,1/31/73,FALSE,en,5,4.3,89,0,0,1.61874E-05
The Old Mill Pond,201973,[],1.12039,3/6/36,FALSE,en,2,5,8,0,0,1.56498E-05
Ringmaster,37536,[35],1.669077,11/25/98,FALSE,en,13,3.8,90,3500000,9247881,5.59459E-06
How to Lose Friends & Alienate People,13092,"[35, 10749, 18]",8.600031,10/2/08,FALSE,en,263,6.2,110,27000000,17286299,-3.35912E-06
Ghosts Can't Do It,31281,"[14, 28, 35, 878, 10749]",2.313746,1/1/89,FALSE,en,4,2.8,90,0,25000,-1.74001E-05
Che: Part Two,8880,"[18, 36, 10752]",7.615416,1/24/09,FALSE,en,164,6.7,131,40000000,0,-7.9742E-06
Art Heist,31960,"[28, 80, 53]",1.620169,1/1/04,FALSE,en,1,0.5,98,0,0,7.17161E-06
Convicts,296985,[99],1.054774,1/1/64,FALSE,it,1,6,12,0,0,-2.80649E-05
Against All Flags,44631,"[28, 12]",1.967372,12/24/52,FALSE,en,12,6.2,83,0,0,3.24002E-05
Three Smart Girls,64142,"[35, 10749, 10402]",1.388781,12/20/36,FALSE,en,2,7,84,0,0,-5.03614E-06
Alley Cat,461215,[],1.304259,7/15/17,FALSE,ja,0,0,129,0,0,-2.09066E-05
How the Grinch Stole Christmas,8871,"[10751, 35, 14]",32.476568,11/17/00,FALSE,en,1629,6.2,104,123000000,345141403,-5.94774E-06
Little Richard,164741,"[10402, 18, 10770]",1.359051,2/20/00,FALSE,en,3,4.5,0,0,0,2.64802E-05
Aro Tolbukhin in the Mind of a Killer,222560,[18],1.564903,11/8/02,FALSE,es,3,5.7,0,0,0,1.90764E-05
On Probation,78237,"[9648, 80, 28, 35, 18]",1.780024,9/29/05,FALSE,es,19,6.8,112,0,0,2.11171E-05
Castle in the Sky,10515,"[12, 14, 16, 28, 10751, 10749]",10.093335,8/2/86,FALSE,ja,948,7.8,124,0,0,1.54329E-05
The Invader,84479,[18],1.295049,11/23/11,FALSE,fr,6,6.3,95,0,0,2.47387E-05
Beijing Rocks,44677,[18],1.096176,10/25/01,FALSE,cn,2,5,110,0,0,3.05328E-05
April Love,106833,"[35, 18]",1.456688,11/27/57,FALSE,en,5,6.6,97,0,0,-1.19794E-05
The Lonely Lady,114394,[18],1.64863,10/2/83,FALSE,en,2,4,92,0,1,-3.38695E-05
Pinjar,198727,[18],1.714732,10/22/03,FALSE,en,4,7.3,188,0,770000,2.40422E-05
Mr. Destiny,2612,"[14, 35, 878, 10749]",5.123685,10/12/90,FALSE,en,61,6.1,110,20000000,15379253,-3.5215E-05
The Case of the Scorpion's Tail,16825,"[27, 9648, 53]",3.478763,8/16/71,FALSE,en,14,7,90,0,0,1.47155E-05
Lifepod,19553,"[9648, 878, 53]",1.838204,6/28/93,FALSE,en,7,4.9,89,0,0,2.42217E-06
Living on Tokyo Time,123386,"[35, 10749]",1.089487,8/14/87,FALSE,en,0,0,83,0,0,-1.28145E-05
The Straight Story,404,[18],6.617766,10/15/99,FALSE,en,347,7.7,112,10000000,0,2.06037E-05
Out of Sight,1389,"[10749, 35, 80]",7.620994,6/26/98,FALSE,en,356,6.5,123,48000000,77745568,7.9846E-07
Mirage,19661,"[9648, 53]",3.177772,10/29/65,FALSE,en,21,6.5,108,0,0,-1.97367E-05
The Invisible Ray,27918,"[878, 27, 9648]",2.02614,1/20/36,FALSE,en,11,6.2,80,0,0,-1.13172E-06
Spine Tingler! The William Castle Story,82594,[99],1.158465,11/8/07,FALSE,en,2,8,82,0,0,1.01997E-05
A View from a Hill,144070,"[18, 27, 10770]",1.074381,12/24/05,FALSE,en,2,7.5,40,0,0,1.4284E-05
Bulletproof,10723,"[28, 12, 35, 53]",8.615565,9/6/96,FALSE,en,169,5.4,84,25000000,22611954,-1.76248E-05
Domestic Import,60450,[35],1.081624,12/12/06,FALSE,en,1,5,102,0,0,1.77855E-05
Robotech: The Movie,23504,[16],1.053877,7/25/86,FALSE,en,1,4,87,0,0,2.72055E-06
Speak Easily,43131,[35],1.003184,8/13/32,FALSE,en,0,0,81,0,0,1.80921E-06
Page 3,20623,"[18, 10769]",1.489224,1/21/05,FALSE,hi,13,6.5,139,0,0,-6.45814E-06
Care Bears Movie II: A New Generation,19975,"[12, 16, 10751]",2.632867,3/21/86,FALSE,en,12,5.6,76,0,0,1.5691E-05
Chances Are,3064,"[14, 35, 878, 10749]",6.098707,3/10/89,FALSE,en,69,6.6,108,0,0,2.32594E-05
Kabei: Our Mother,25746,"[10751, 18]",1.631126,1/26/08,FALSE,ja,10,7.1,133,0,0,1.35048E-05
The Witches Hammer,39252,"[878, 27]",1.44205,5/22/06,FALSE,en,5,1.3,91,0,0,-1.93671E-05
Love Crimes,39479,"[10749, 53]",1.795327,1/24/92,FALSE,en,5,4.5,90,0,2387928,-7.04264E-06
The Munsters' Revenge,30002,[35],1.466334,1/1/81,FALSE,en,7,6,96,0,0,2.0774E-05
Fear of a Black Hat,20239,[35],2.123868,10/28/94,FALSE,en,12,5.5,88,0,0,-2.55728E-05
Sudden Impact,10650,"[28, 80, 53]",8.498479,12/7/83,FALSE,en,225,6.6,117,22000000,67642693,1.48767E-05
Faithful in My Fashion,316028,"[10749, 35]",1.125196,8/21/46,FALSE,en,2,6,81,0,0,-1.17769E-06
Atlantis: The Lost Empire,10865,"[16, 10751, 12, 878]",11.233462,6/2/01,FALSE,en,1359,6.7,95,120000000,186053725,1.26251E-05
The Incredible Melting Man,40231,"[27, 878]",2.081603,11/10/77,FALSE,en,20,4.3,84,250000,0,9.38726E-07
Blank Check,13962,"[35, 10751]",6.725801,2/11/94,FALSE,en,94,5.1,93,13000000,0,-3.40593E-05
Zombie Bloodbath,27877,[],1.220389,1/1/93,FALSE,en,5,4.4,70,0,0,-2.51268E-06
In Cold Blood,18900,"[80, 18]",6.091175,12/14/67,FALSE,en,92,7.5,134,3500000,13007551,1.78472E-05
The Sitter,57431,[35],11.951697,12/9/11,FALSE,en,338,5.4,81,25000000,34942188,-2.02043E-05
Class Reunion,33374,"[35, 27]",2.615639,10/29/82,FALSE,en,5,3.4,84,0,0,-3.54162E-05
Picture Bride,30304,"[18, 36]",1.665769,5/5/95,FALSE,en,5,7.4,94,0,0,3.26131E-05
Girlfight,19348,[18],4.955933,5/1/00,FALSE,en,61,6.4,110,0,0,1.03633E-05
The Glacier Fox,204559,"[10751, 99, 18]",1.052696,7/15/78,FALSE,ja,1,10,114,0,0,-7.18534E-06
At Any Cost,326488,[18],1.416655,8/16/00,FALSE,en,0,0,89,0,0,-4.52941E-05
"I Do, They Don't",263984,[10751],1.655311,3/20/05,FALSE,en,1,5.5,86,0,0,1.67231E-05
The Story of Menstruation,58828,[16],1.504528,10/18/46,FALSE,en,11,5.6,10,0,0,-2.04985E-06
Written on the Wind,69605,"[18, 10749]",3.837094,12/1/56,FALSE,en,45,6.9,99,0,0,1.65284E-05
Hollywood Hotel,43859,"[35, 10402, 10749]",1.094688,12/20/37,FALSE,en,1,5,109,0,0,3.2074E-06
Trapped: Buried Alive,109347,"[18, 28, 53]",1.025354,2/1/02,FALSE,en,0,0,96,0,0,-7.7403E-07
Brother's Shadow,385923,[18],1.00757,4/29/06,FALSE,en,0,0,91,0,0,2.51933E-05
A Good Baby,144524,[],1.001827,12/1/00,FALSE,en,0,0,0,0,0,-1.12995E-05
Whale Music,115464,"[35, 18]",1.380465,11/3/94,FALSE,en,2,5.8,107,0,0,1.37681E-05
Silk Hope,114611,"[18, 10749]",1.006012,10/17/99,FALSE,en,0,0,120,0,0,1.27301E-05
The Brain That Wouldn't Die,33468,"[27, 878]",2.577121,2/25/62,FALSE,en,35,4.5,82,62000,0,-2.55922E-05
The Last of the Blonde Bombshells,40632,[35],1.192759,9/1/00,FALSE,en,5,4.8,84,0,0,3.0221E-05
Hula,189677,"[10749, 18]",1.891219,8/28/27,FALSE,en,2,6,64,0,0,3.60069E-05
The Stone Angel,14634,[18],1.886777,9/12/07,FALSE,en,8,5.6,116,0,473993,1.72799E-05
The Luzhin Defence,52654,"[10749, 18]",3.64125,8/21/00,FALSE,en,15,6.6,109,0,0,3.66864E-05
"Drive, He Said",57215,"[35, 18]",2.270523,6/13/71,FALSE,en,4,6.8,95,0,0,6.44996E-06
Shall We Dance?,4380,"[18, 10749, 35]",8.556636,10/15/04,FALSE,en,329,5.9,107,50000000,170128460,2.50541E-05
Theodore Rex,36259,"[14, 878, 10751]",2.912116,12/14/95,FALSE,en,18,3.6,92,33500000,0,5.90336E-06
Morning Glory,38357,"[35, 18, 10749]",9.199898,1/12/10,FALSE,en,446,6.2,102,40000000,58785180,-4.92195E-06
Earth,10946,[99],5.667415,4/22/07,FALSE,en,144,7.5,90,15000000,109000000,-1.00329E-05
Born to Ride,68995,"[28, 53]",1.789291,6/26/11,FALSE,en,6,5,90,0,0,1.07848E-05
Dream Machine,342586,[99],1.064235,4/20/13,FALSE,es,1,4,60,0,0,-2.80301E-06
Freeway,11229,"[35, 18, 53]",8.366662,8/23/96,FALSE,en,98,6.5,110,3000000,0,1.44479E-05
Stella,17605,"[18, 10749]",2.10445,11/12/08,FALSE,fr,10,6,103,0,0,3.06882E-05
Love Unto Death,60623,"[18, 10749]",1.296319,9/5/84,FALSE,fr,5,7,92,0,0,1.88514E-05
The Red Queen Kills Seven Times,40130,"[27, 9648, 53]",1.830242,8/18/72,FALSE,it,14,7.4,100,0,0,7.47072E-06
Wendigo,44340,[27],2.038628,1/23/01,FALSE,en,22,5,91,0,0,-2.07908E-05
Kung Fu Dunk,17108,"[28, 12, 35]",4.87721,2/7/08,FALSE,en,52,5,100,10000000,22896728,4.26088E-06
Mission Galactica: The Cylon Attack,9640,"[27, 878]",1.806512,1/1/79,FALSE,en,9,5.7,108,0,0,-1.55434E-05
The Fear: Resurrection,111074,"[27, 53]",1.729282,10/5/99,FALSE,en,0,0,87,0,0,-1.14628E-05
Call Me Anna,104617,"[18, 10770]",1.003826,11/11/90,FALSE,en,0,0,97,0,0,-1.14735E-05
Splatter University,30996,"[53, 27, 9648]",1.793232,7/13/84,FALSE,en,10,5.1,77,0,0,-1.81746E-05
Final Justice,69727,"[28, 35, 80]",1.437962,6/23/88,FALSE,en,4,4.4,95,0,0,-4.45006E-06
Puss in Boots,417859,"[28, 12, 16, 10751, 14]",8.241893,10/28/11,FALSE,en,565,6.4,90,130000000,554987477,1.99365E-05
The Marriage of Maria Braun,661,"[10752, 18]",3.555242,2/20/79,FALSE,de,45,7.2,116,0,0,1.86846E-05
A River Runs Through It,293,[18],9.383502,10/9/92,FALSE,en,261,7,123,0,43440294,-3.15061E-05
Mother Night,20318,"[18, 36]",2.174025,11/1/96,FALSE,en,13,7.1,114,0,0,3.03095E-05
The Hasty Hare,84587,"[16, 10751, 35]",1.843143,6/7/52,FALSE,en,8,6.6,7,0,0,9.10148E-06
Keep the River on Your Right: A Modern Cannibal Tale,65075,[99],1.155633,4/15/00,FALSE,en,4,6.3,82,0,0,-1.02545E-05
Winged Victory,193310,"[18, 10752]",1.003993,12/22/44,FALSE,en,0,0,130,0,0,6.64617E-06
Police Python 357,37455,"[28, 80, 53]",2.355088,3/31/76,FALSE,fr,12,6.4,125,0,0,2.96955E-05
Living & Dying,17954,"[28, 80, 53]",2.527427,3/30/07,FALSE,en,3,3.8,90,0,0,-2.88811E-05
Cosas que hacen que la vida valga la pena,97319,"[35, 18, 10749]",1.11677,11/26/04,FALSE,es,3,5.7,90,0,0,-3.41994E-06
The Crater Lake Monster,37901,"[27, 878]",1.282916,3/1/77,FALSE,en,7,4,85,0,0,-2.22036E-05
Anne of Green Gables,17663,"[18, 10751]",7.396095,12/1/85,FALSE,en,76,8.2,199,0,0,1.89067E-05
Doctor Mordrid,1877,"[14, 28, 53, 878]",2.181554,11/2/92,FALSE,en,9,6.1,72,2000000,0,1.67108E-05
Coonskin,27716,"[28, 16, 35, 80, 18]",2.587169,8/20/75,FALSE,en,27,6.4,100,0,0,1.23624E-05
Brotherly Love,295886,[18],4.017013,4/24/15,FALSE,en,22,6.8,89,1900000,0,6.52073E-06
Life Begins,157807,[18],1.184258,9/4/32,FALSE,en,0,0,71,0,0,1.25111E-05
Dark Remains,17482,[27],1.819966,1/1/05,FALSE,en,7,4.7,91,0,0,4.28586E-06
Solino,11628,"[35, 18]",4.209568,9/23/02,FALSE,de,12,7,120,0,0,4.08963E-05
Buddy,246894,[35],2.947535,12/25/13,FALSE,de,30,5.9,94,0,0,1.92184E-05
Three Ages,32628,"[18, 35]",1.786316,9/24/23,FALSE,en,22,7.2,63,0,0,2.61166E-05
Love Is All There Is,55058,"[35, 10749]",1.306804,5/10/96,FALSE,en,2,5.5,105,0,0,-3.40549E-05
The Wooden Horse,68309,"[18, 10752]",1.564519,10/16/50,FALSE,en,8,6.6,101,0,0,-1.91567E-05
Loners,31321,"[35, 18]",2.345248,4/13/00,FALSE,cs,12,7.9,103,0,0,-6.09094E-06
Return to the 36th Chamber,48301,[28],2.195085,8/24/80,FALSE,zh,24,6.9,99,0,0,2.77573E-05
Zu Warriors,16321,"[14, 28]",2.992644,8/9/01,FALSE,cn,13,5.2,104,0,35000000,-1.81569E-05
