,Unnamed: 0, revenue,Adult,Genre ID,IMDB ID,Movie,Popularity,Release date,original language,run budget,run time,vote average,vote_count,sentiment_score,NB_sent_score
403,403,13700000,False,[35],16888,The Ladies Man,3.439149,10/13/2000,en,24000000,84,5.6,37,0.207563158,1.7088700000000001
404,404,3202000,False,"[35, 10402, 10749]",3080,Top Hat,4.604253,9/6/1935,en,609000,101,7.4,69,0.9773,-0.48103199999999996
405,405,91549,False,"[9648, 27, 14]",12238,The Night Flier,5.732381,4/30/1997,en,1000000,93,5.8,67,0.0,-4.1249400000000005
406,406,369884651,False,"[10749, 35]",544,There's Something About Mary,10.122753,7/15/1998,en,23000000,119,6.5,1731,0.0,-3.00755
407,407,10178331,False,[18],18925,Facing the Giants,4.587476,9/29/2006,en,100000,111,6.5,66,0.076408333,-1.28348
408,408,38625550,False,"[35, 16, 10751]",9994,The Great Mouse Detective,7.421249,7/2/1986,en,14000000,74,6.9,379,-0.3219,-0.836557
409,409,2500000,False,"[18, 9648, 53]",996,Double Indemnity,8.256364,4/24/1944,en,927262,107,8.0,457,0.109144444,-0.791167
410,410,251775,False,"[18, 10402]",13842,Broken Bridges,1.90663,9/8/2006,en,0,105,4.3,6,0.0,-1.65505
411,411,100915,False,"[18, 10749]",9364,Wuthering Heights,5.7247,9/5/2011,en,8000000,129,6.0,78,-0.051311111,-1.9628900000000002
412,412,3000000,False,"[35, 18]",40973,Myra Breckinridge,2.462324,6/24/1970,en,5000000,94,4.8,9,0.044392857,-1.1149200000000001
413,413,35000000,False,"[14, 28]",16321,Zu Warriors,2.992644,8/9/2001,cn,0,104,5.2,13,0.0,-1.8156900000000002
414,414,140175006,False,"[16, 35, 10751, 14]",9297,Monster House,6.831145,7/21/2006,en,75000000,91,6.4,1008,-0.9503,-0.9879610000000001
415,415,183345589,False,"[12, 10751, 14]",267935,The BFG,28.01442,6/1/2016,en,140000000,120,6.1,1112,0.0,-0.566742
416,416,32017803,False,"[878, 53]",1272,Sunshine,11.406219,4/5/2007,en,50000000,107,6.9,1270,0.021825,-1.52147
417,417,127730736,False,"[18, 27, 53]",65086,The Woman in Black,10.002971,2/1/2012,en,17000000,95,6.1,1323,0.0,-1.9902099999999998
418,418,7690013,False,"[28, 12, 53, 80]",17585,Surviving the Game,3.965634,4/15/1994,en,7400000,96,6.1,58,0.189375,-2.3515200000000003
419,419,183474602,False,"[27, 9648, 53]",1970,The Grudge,10.877104,10/22/2004,en,10000000,92,5.8,959,0.23276,0.12023299999999999
420,420,107879496,False,"[35, 18, 10749]",9087,The American President,6.948206,11/17/1995,en,62000000,106,6.6,208,0.0,-0.911568
421,421,64459316,False,"[12, 16, 35, 10751]",11619,Flushed Away,9.548275,10/22/2006,en,149000000,85,6.0,990,-0.059754545,-2.36738
422,422,237202299,False,"[28, 80, 53]",9679,Gone in Sixty Seconds,6.830575,6/9/2000,en,90000000,118,6.1,1593,0.280433333,-1.87875
423,423,1596,False,[80],81048,Running Time,1.833887,12/18/1997,en,130000,70,6.1,7,-0.97,-4.874709999999999
424,424,26279000,False,"[10749, 35]",41280,Private Lessons,7.641996,8/21/1981,en,2800000,87,6.3,23,0.637533333,-1.71548
425,425,22222308,False,[18],2355,Reign Over Me,7.407853,3/23/2007,en,20000000,124,7.1,368,0.107517241,1.46055
426,426,9500000,False,"[18, 10769]",25511,London Dreams,1.227081,10/30/2009,en,0,151,5.3,4,-0.110761538,-2.17581
427,427,136766062,False,"[80, 18, 53]",242,The Godfather: Part III,16.577871,12/24/1990,en,54000000,162,7.1,1722,0.0,-0.411704
428,428,439564,False,"[12, 9648, 53]",47890,Sphinx,1.693578,2/11/1981,en,14000000,118,5.7,3,-0.16492,-0.7959649999999999
429,429,3154346,False,"[80, 18]",8923,Green Street Hooligans,7.677648,9/9/2005,en,0,109,7.1,703,-0.156966667,-1.01682
430,430,92863945,False,"[12, 18, 28, 10749]",9550,House of Flying Daggers,9.918439,5/19/2004,zh,0,119,7.1,478,0.156783333,-0.94025
431,431,5820015,False,"[18, 10749]",36094,Stanley & Iris,2.72903,2/9/1990,en,23000000,104,5.9,28,0.233917647,2.61554
432,432,497409852,False,"[12, 18, 10752]",652,Troy,13.54546,5/13/2004,en,175000000,163,6.9,3097,0.0477125,-0.7439680000000001
433,433,256249,False,[35],52936,In the Soup,2.519938,10/23/1992,en,0,93,6.0,11,0.0,-0.9112
434,434,115267375,False,[14],8840,DragonHeart,10.371524,5/31/1996,en,57000000,103,6.4,599,-0.254675,-4.53177
435,435,34710627,False,"[18, 10749]",38684,Jane Eyre,6.145302,3/11/2011,en,0,120,7.0,469,-0.147123077,-0.686429
436,436,36699403,False,"[35, 14, 10749]",13477,When in Rome,10.602003,1/29/2010,en,0,91,5.7,408,0.077288889,-2.4023
437,437,17432163,False,"[35, 10749]",9582,A Guy Thing,9.358907,1/17/2003,en,20000000,101,5.3,90,0.009592308,0.44783900000000004
438,438,4354510,False,"[18, 35, 10749]",5488,"I'm a Cyborg, But That's OK",6.04886,12/7/2006,ko,0,105,7.1,131,0.0,-0.902483
439,439,17519169,False,"[35, 18, 10749]",9089,Home for the Holidays,5.432424,11/2/1995,en,0,103,6.3,42,0.96535,-2.0316
440,440,20710451,False,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357,0.35737199999999997
441,441,41382841,False,"[35, 18, 14, 10749]",10013,Peggy Sue Got Married,8.863233,10/5/1986,en,18000000,103,5.9,147,-0.00645,-0.943846
442,442,14334401,False,"[28, 35]",10074,Hot Rod,7.68413,8/3/2007,en,0,88,6.3,329,0.079035714,-2.58835
443,443,10006806,False,"[35, 10749]",10644,The Unbearable Lightness of Being,7.165107,2/5/1988,en,17000000,171,7.1,99,0.0,-1.7503799999999998
444,444,77920346,False,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333,0.9483719999999999
445,445,347234916,False,"[28, 878]",2048,"I, Robot",13.687715,7/15/2004,en,120000000,115,6.7,4175,0.0185625,-1.6974
446,446,8059140,False,"[27, 53]",12526,Bug,6.618154,5/19/2006,en,4000000,102,6.0,174,0.0,-4.66295
447,447,21510851,False,"[27, 53]",9656,Black Christmas,7.549217,12/25/2006,en,9000000,84,4.8,127,0.0,-0.419758
448,448,21284514,False,"[14, 18, 35, 53]",577,To Die For,7.066698,5/20/1995,en,20000000,106,6.7,193,0.4897,-3.62131
449,449,9697739,False,"[10751, 12]",13766,SpaceCamp,5.559044,6/6/1986,en,18000000,107,5.8,64,0.18390625,0.6057939999999999
450,450,14278900,False,"[12, 35, 18, 10751, 10749]",183,The Wizard,5.896752,12/15/1989,en,6000000,100,6.1,86,-0.429,-1.45769
451,451,1929168,False,"[18, 10749]",37636,High Art,3.615745,6/12/1998,en,0,101,6.4,34,-0.315066667,-5.12425
452,452,1596687,False,"[35, 10749]",24405,Chasers,5.534132,4/22/1994,en,0,102,4.8,27,0.0,-6.25874
453,453,51142659,False,"[28, 12, 35, 53]",11375,Hollywood Homicide,7.480679,6/9/2003,en,75000000,116,5.0,183,-0.04545,-2.2999
454,454,241,False,"[18, 14, 27]",41965,Paperhouse,4.030393,1/1/1988,en,0,92,6.7,39,0.25627619,0.9997010000000001
455,455,1410778,False,"[35, 18]",15402,The Notorious Bettie Page,4.738698,9/14/2005,en,0,91,6.5,47,0.179616667,0.0152568
456,456,500,False,"[35, 18, 10749]",382270,Closure,1.00831,6/12/2012,en,150,72,0.0,0,-0.074484615,-1.33978
457,457,35000000,False,"[28, 18, 37]",1712,Giant,6.509547,10/10/1956,en,5400000,201,7.5,182,-0.1496,-1.47043
458,458,31899000,False,"[27, 9648, 53]",11033,Dressed to Kill,7.032084,6/25/1980,en,6500000,105,6.8,172,0.0,-1.0823
459,459,3335984,False,"[35, 10749]",31503,My Boyfriend's Back,2.843019,8/6/1993,en,0,85,5.3,23,-0.19848,-3.3982699999999997
460,460,75597042,False,"[18, 10751]",14635,The Rookie,8.7278,3/25/2002,en,20000000,127,6.5,120,0.589966667,-1.83096
461,461,200276000,False,"[18, 53, 36, 10752]",2253,Valkyrie,9.659701,12/25/2008,en,75000000,121,6.7,1277,0.0,-1.9566599999999998
462,462,30000000,False,"[28, 12, 18, 53]",7227,Airport '77,4.82259,3/11/1977,en,6000000,114,5.9,75,-0.047633333,-2.00313
463,463,15171476,False,"[35, 18, 10751, 10402, 10749]",9037,Grease 2,6.828925,6/11/1982,en,13200000,115,4.9,198,-0.118071429,-1.00264
464,464,63327201,False,"[28, 12, 10749, 878, 53]",72710,The Host,12.082363,3/22/2013,en,44000000,125,6.0,1936,-0.0194375,-1.6847900000000002
465,465,24637469,False,"[18, 10402]",88036,Sparkle,4.072332,8/17/2012,en,14000000,116,5.8,38,0.255042857,1.60543
466,466,4000000,False,"[18, 28, 53, 80]",12628,Playing God,3.426904,10/17/1997,en,12000000,94,5.5,26,-0.159083333,-2.06668
467,467,57400547,False,"[28, 12]",9103,The Quest,5.646706,4/19/1996,en,30000000,95,5.3,135,0.0,0.749538
468,468,23367586,False,"[18, 10749]",13435,Antwone Fisher,7.0145,12/19/2002,en,12500000,120,6.7,149,0.36135,2.68791
469,469,30524763,False,"[14, 27, 53]",11428,Sleepwalkers,7.090693,4/10/1992,en,0,91,4.9,105,0.271272727,0.712648
470,470,68377859,False,"[35, 10749, 18]",7211,Dan in Real Life,7.7517,10/26/2007,en,25000000,98,6.6,387,0.259178947,1.36353
471,471,2000000,False,"[80, 18, 53]",10427,Red Rock West,5.060453,7/8/1993,en,8000000,98,6.4,74,0.007646667,1.8015700000000001
472,472,126546825,False,"[28, 878]",240832,Lucy,48.800106,7/14/2014,en,40000000,89,6.2,6500,0.176425,-1.16601
473,473,168167691,False,[18],11321,Seven Pounds,7.81375,12/18/2008,en,55000000,123,7.5,2273,-0.2531,-0.8994190000000001
474,474,95461682,False,"[35, 18, 10749]",13665,Arthur,7.789407,7/17/1981,en,7000000,97,6.5,135,0.0,-2.3233
475,475,70000000,False,"[27, 53]",948,Halloween,11.949158,10/24/1978,en,325000,91,7.4,1192,0.345730769,0.9227420000000001
476,476,13000000,False,"[18, 53]",17707,Brokedown Palace,9.536457,8/13/1999,en,25000000,100,6.3,121,0.0,-1.49841
477,477,14567883,False,"[28, 10752, 878]",9425,Soldier,7.175263,10/23/1998,en,75000000,99,6.0,234,0.275276667,1.32494
478,478,15369573,False,"[35, 10751, 878]",34086,Spaced Invaders,3.173724,4/27/1990,en,3000000,100,4.7,29,0.2366,0.551466
479,479,2395231,False,"[53, 80]",10909,Kalifornia,6.426634,9/1/1993,en,9000000,117,6.5,224,0.145225,1.45018
480,480,38290723,False,"[10749, 18, 80]",16295,Higher Learning,4.783932,1/11/1995,en,0,127,6.4,53,-0.05773125,1.49264
481,481,36611610,False,"[35, 18]",13698,Gung Ho,5.346699,3/13/1986,en,0,111,6.2,50,0.0,-1.02663
482,482,17900000,False,"[12, 14, 16, 35, 10751, 10402]",12335,Bedknobs and Broomsticks,7.699235,10/7/1971,en,20000000,117,6.8,282,0.247773333,2.08712
483,483,8049666,False,"[35, 18, 10749]",12572,"New York, I Love You",7.024174,9/6/2008,en,14700000,103,5.8,183,0.07073,-0.642359
484,484,37402877,False,"[18, 10751, 10402]",17917,Oliver!,9.934193,9/26/1968,en,10000000,153,7.0,112,0.170807692,1.8198599999999998
485,485,6908797,False,[18],35119,A Cry in the Dark,3.848367,11/11/1988,en,15000000,120,6.5,50,0.0,-0.185051
486,486,36733909,False,"[28, 12, 18, 53]",7305,Alive,7.210233,1/15/1993,en,32000000,120,6.7,412,0.122685714,0.720698
487,487,110803676,False,"[28, 12, 35]",6519,The Dukes of Hazzard,11.685344,8/5/2005,en,50000000,104,5.1,348,-0.133761538,-2.1564799999999997
488,488,72266306,False,"[28, 18, 53]",11951,Vanishing Point,6.67434,1/15/1971,en,1300000,99,7.2,117,0.2767,0.75734
489,489,383257136,False,"[16, 35, 10751, 12]",425,Ice Age,20.546289,3/10/2002,en,59000000,81,7.1,4277,0.095076667,0.5740850000000001
490,490,103738726,False,"[12, 28, 35, 53, 80]",8592,Dick Tracy,5.674841,6/15/1990,en,47000000,103,6.0,275,-0.125483333,-2.57048
491,491,44785053,False,[18],3116,Midnight Cowboy,9.052681,5/25/1969,en,3600000,113,7.5,333,0.0,-0.15079800000000002
492,492,1752038,False,[35],10078,Magicians,6.355778,5/18/2007,en,0,90,6.2,25,0.0,0.408744
493,493,1700000,False,"[18, 10749]",67307,The Big Town,1.775862,9/25/1987,en,0,109,5.9,9,-0.9121,-1.8031400000000002
494,494,240239,False,[99],24582,Manufactured Landscapes,2.592172,9/9/2006,en,0,90,7.3,15,0.10806,-1.25207
495,495,80640528,False,"[35, 18, 10749]",2039,Moonstruck,8.996911,12/18/1987,en,0,102,6.7,195,0.29926,2.77719
496,496,44527234,False,[35],11356,The Odd Couple,5.789312,2/7/1968,en,0,106,7.5,127,0.12987,2.5030799999999997
497,497,1296184,False,"[28, 12, 35, 53]",13191,"War, Inc.",6.592585,4/28/2008,en,5000000,106,5.6,89,-0.1978,-1.71702
498,498,190213455,False,"[28, 878, 53]",9383,Hollow Man,9.739024,8/4/2000,en,95000000,112,5.6,694,0.161633333,-0.37149699999999997
499,499,635096,False,"[18, 10752, 10749, 37]",22267,Ride with the Devil,5.713073,11/24/1999,en,38000000,138,6.6,51,0.128957143,-1.1811200000000002
500,500,34872033,False,"[27, 53, 35]",11284,Freddy's Dead: The Final Nightmare,10.483103,9/5/1991,en,11000000,89,5.1,304,-0.087636364,0.182542
501,501,122563539,False,"[37, 16, 12, 35, 10751]",9023,Spirit: Stallion of the Cimarron,8.967454,5/24/2002,en,80000000,83,7.4,981,0.178859091,1.85455
502,502,325233863,False,"[16, 18]",17979,A Christmas Carol,13.718141,11/4/2009,en,200000000,96,6.6,1259,0.103106,0.421034
503,503,4000000,False,"[18, 10749, 10769]",33142,Vivah,2.62818,11/10/2006,hi,10,162,6.5,26,-0.42415,-1.06707
504,504,31584901,False,"[35, 9648]",512,Scoop,6.683785,7/27/2006,en,4000000,96,6.4,467,0.176812,1.22336
505,505,50451307,False,"[35, 18, 10749]",11431,Fever Pitch,6.876429,4/6/2005,en,30000000,103,5.8,196,0.48315,-0.467291
506,506,472370,False,[18],266030,Party Girl,2.164918,8/27/2014,fr,0,95,6.9,14,0.27384,2.3117
507,507,44017374,False,"[27, 53]",694,The Shining,28.248754,5/22/1980,en,19000000,144,8.1,4344,-0.2408,-1.7703
508,508,1000000,False,"[18, 10749]",2998,Zabriskie Point,5.529823,2/9/1970,en,7000000,113,7.1,89,0.113312,1.5197100000000001
509,509,130293714,False,"[28, 18, 53, 80]",9509,Man on Fire,9.562333,4/23/2004,en,70000000,146,7.3,1664,0.0,-0.656643
510,510,222809600,False,"[28, 53, 9648]",225574,Non-Stop,21.093057,1/26/2014,en,50000000,106,6.8,2397,0.262114286,1.2657100000000001
511,511,11500000,False,[18],38557,The River,5.332731,12/1/1984,en,18000000,122,6.5,21,0.1426,2.73865
512,512,1258000,False,"[18, 27, 9648, 53]",72277,The Last Wave,2.811122,1/1/1977,en,810000,106,6.9,40,0.000325,1.35319
513,513,146292009,False,[18],873,The Color Purple,11.680162,12/18/1985,en,15000000,154,7.7,379,-0.2386,-0.182099
514,514,12207,False,"[99, 10752]",50062,The Ground Truth,1.004528,9/15/2006,en,500000,72,0.0,0,0.0,-1.2792
515,515,4857367,False,"[18, 10749]",2266,"Paris, je t'aime",10.090438,5/16/2006,fr,13000000,120,6.8,227,0.159908333,1.23207
516,516,5186646,False,"[80, 18, 53]",18588,52 Pick-Up,3.50913,11/7/1986,en,0,110,5.8,24,0.3632,-0.775421
517,517,50236831,False,"[14, 18, 35, 10751]",24795,Angels in the Outfield,6.035827,7/15/1994,en,0,102,5.8,130,0.132455556,3.0178599999999998
518,518,76578641,False,"[35, 18, 10749]",455,Bend It Like Beckham,6.542885,4/11/2002,en,3500159,112,6.2,650,0.9717,-0.163965
519,519,363258859,False,"[12, 16, 35, 10751]",9487,A Bug's Life,13.314047,11/25/1998,en,120000000,95,6.8,2596,0.18599,2.42197
520,520,1062253,False,"[18, 10749]",59210,The Mother,3.30939,1/1/2003,en,2500000,112,6.3,19,-0.001525,-0.47354799999999997
521,521,255000211,False,"[28, 12, 53]",9350,Cliffhanger,9.355405,5/28/1993,en,70000000,112,6.1,647,0.209485,1.72088
522,522,14225876,False,"[27, 878, 28]",24331,Scanners II: The New Order,2.665752,6/28/1991,en,0,104,4.6,22,0.0,-4.75071
523,523,17297244,False,"[28, 35, 80, 18, 53]",9515,The Matador,6.818872,5/12/2005,en,10000000,96,6.2,145,0.2004,2.0361700000000003
524,524,68392977,False,"[18, 10402, 10749]",13763,Purple Rain,5.849371,7/27/1984,en,7200000,111,6.7,99,0.135896429,1.7743900000000001
525,525,76514050,False,"[27, 53, 9648]",13788,The Unborn,7.376899,1/9/2009,en,16000000,87,4.9,401,0.0,-2.8268400000000002
526,526,57469467,False,"[18, 27]",8913,Pet Sematary,8.132245,4/21/1989,en,11500000,103,6.4,445,-0.141785714,-1.36161
527,527,203388341,False,"[18, 9648, 10749, 878, 53]",1903,Vanilla Sky,7.073076,12/10/2001,en,68000000,136,6.5,1182,0.0,-0.9510620000000001
528,528,13418091,False,[53],44326,Extremities,2.934475,8/22/1986,en,0,89,6.0,13,0.427407692,2.39607
529,529,391410,False,"[28, 12, 18, 27, 53]",15749,While She Was Out,5.158581,10/27/2008,en,6000000,108,4.8,38,-0.042037037,-2.62203
530,530,25005257,False,"[80, 18, 53]",7972,Before the Devil Knows You're Dead,7.601975,9/26/2007,en,18000000,117,6.9,397,0.244460714,1.2911299999999999
531,531,5535405,False,"[18, 10749]",76,Before Sunrise,9.483201,1/27/1995,en,2500000,105,7.7,1056,0.253996667,1.48157
532,532,426224,False,"[10749, 35, 18, 27]",10288,Fido,6.274175,9/7/2006,en,8000000,91,6.6,143,0.148333333,1.13269
533,533,543514353,False,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0.0,-0.24977
534,534,127067,False,"[99, 10402]",1843,Dig!,2.371056,5/14/2004,en,0,107,7.2,20,0.0,-0.472358
535,535,6585516,False,"[28, 12, 18, 36]",10544,Ned Kelly,6.985726,3/22/2003,en,0,110,6.1,123,-0.003708333,-1.30898
536,536,181001478,False,"[53, 80, 18]",4147,Road to Perdition,8.393301,7/12/2002,en,80000000,117,7.3,1177,0.149162963,1.96777
537,537,354704,False,"[80, 18, 27, 53]",48309,Prison,2.590663,3/4/1988,en,1300000,102,6.7,27,0.012091667,1.2650299999999999
538,538,760883,False,"[16, 14, 878]",15035,Fire and Ice,5.788546,3/25/1983,en,1200000,81,6.4,40,0.329444444,1.39599
539,539,4400000,False,"[18, 53]",32020,Foxes,3.937096,2/29/1980,en,0,106,5.6,25,0.20538125,2.56853
540,540,38629478,False,"[80, 9648, 53]",3093,Basic Instinct 2,7.543018,3/29/2006,en,70000000,114,4.6,193,0.137668182,0.607126
541,541,13200170,False,"[10749, 18]",26561,Enchanted April,3.289453,11/6/1991,en,0,89,6.9,25,0.188788333,1.9213900000000002
542,542,135560026,False,"[12, 14, 10749, 10751]",2270,Stardust,10.874204,8/9/2007,en,70000000,127,7.2,1324,0.237053333,1.7019099999999998
543,543,53587404,False,"[14, 18, 27, 28, 53, 878]",10253,Dragon Wars: D-War,6.026141,2/8/2007,ko,70000000,90,4.0,106,0.130857143,0.0814098
544,544,14202899,False,"[18, 10402]",1816,A Chorus Line,5.644194,12/10/1985,en,0,113,6.2,38,0.043995,-0.965043
545,545,152500343,False,"[35, 18, 10749]",392,Chocolat,8.141895,12/14/2000,en,25000000,121,6.8,1057,0.374,2.04088
546,546,356830601,False,"[28, 10749, 10752]",744,Top Gun,11.389584,5/16/1986,en,15000000,110,6.7,1866,0.9901,0.0816255
547,547,4500000,False,"[18, 35, 10402, 10749]",2769,An American in Paris,9.844808,8/8/1951,en,2723903,113,6.9,140,0.191364,2.7145900000000003
548,548,13700000,False,[35],16888,The Ladies Man,3.439149,10/13/2000,en,24000000,84,5.6,37,0.207563158,1.7088700000000001
549,549,1845034188,False,"[18, 10749, 53]",597,Titanic,28.549703,11/18/1997,en,200000000,194,7.6,8385,0.222036364,0.8020109999999999
550,550,31596911,False,[12],11780,Rob Roy,10.13323,4/13/1995,en,28000000,139,6.5,165,-0.08325,-1.4190399999999999
551,551,36489888,False,"[35, 18, 10749]",25562,Soapdish,5.53352,5/31/1991,en,0,97,6.0,64,0.234803333,1.5140200000000001
552,552,46122355,False,"[18, 12, 53]",10669,Deliverance,6.615942,7/30/1972,en,2000000,109,7.3,468,0.16053,1.42499
553,553,48814909,False,[18],11978,Men of Honor,8.448912,9/13/2000,en,82343495,129,7.0,588,0.0,-0.282571
554,554,484572835,False,"[14, 35]",310,Bruce Almighty,9.867555,5/23/2003,en,80000000,101,6.5,3404,0.181369231,1.32723
555,555,22231658,False,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875,-1.9006
556,556,29762011,False,"[12, 14, 28, 35, 878]",9824,Mystery Men,6.024557,8/6/1999,en,68000000,121,5.7,261,0.162055172,1.05703
557,557,60896147,False,"[14, 18, 28, 35, 80, 878]",4474,My Super Ex-Girlfriend,5.920199,6/20/2006,en,0,95,4.8,483,0.130814286,0.858454
558,558,6797218,False,"[27, 10402]",25438,Trick or Treat,4.018731,10/24/1986,en,0,98,5.5,42,0.0,-1.54415
559,559,442824138,False,"[28, 18, 9648, 53]",2503,The Bourne Ultimatum,13.437615,8/3/2007,en,70000000,115,7.3,3063,-0.231533333,-0.614025
560,560,22231658,False,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875,-1.9006
561,561,2853801,False,"[18, 10751, 10749]",17474,The Man in the Moon,6.81291,9/30/1991,en,0,99,7.0,57,0.191156667,2.49778
562,562,13110448,False,"[18, 53, 80]",12149,Frailty,7.203402,11/17/2001,en,11000000,100,6.9,356,0.25624,0.8960459999999999
563,563,543514353,False,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0.0,-0.24977
564,564,78898765,False,"[28, 53, 12]",657,From Russia with Love,12.984042,10/11/1963,en,2000000,115,7.0,831,0.214883333,1.06534
565,565,79817939,False,"[28, 12, 35]",10136,The Golden Child,7.466484,12/12/1986,en,25000000,94,5.6,323,0.2396,-1.63434
566,566,20710451,False,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357,0.35737199999999997
567,567,3600000,False,"[9648, 878, 53]",12101,Soylent Green,6.21732,4/19/1973,en,0,97,6.8,323,0.0,-0.942435
568,568,8247943,False,"[27, 878]",9599,The Blob,9.407336,8/5/1988,en,19000000,95,6.4,204,0.0,-1.63206
569,569,38122105,False,"[28, 878]",865,The Running Man,8.224018,11/13/1987,en,27000000,101,6.4,748,0.056983333,-1.56431
570,570,1831348,False,"[28, 16, 878]",9389,Renaissance,7.174543,3/16/2006,fr,18000000,105,6.7,84,0.0,0.519096
571,571,35509515,False,"[28, 18, 53]",10083,No Way Out,6.730208,8/14/1987,en,15000000,114,6.9,169,0.0,1.31554
572,572,580527,False,"[35, 18]",2357,10 Items or Less,7.245501,9/11/2006,en,0,81,6.5,51,0.239214286,-0.7294510000000001
573,573,9317021,False,"[16, 878, 10751]",18890,We're Back! A Dinosaur's Story,6.838758,11/24/1993,en,0,72,5.7,119,0.2461125,0.653728
574,574,2816116,False,"[18, 10749]",25461,Raising Victor Vargas,7.627181,5/16/2002,en,800000,88,7.7,17,0.264166667,1.54074
575,575,77920346,False,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333,0.9483719999999999
576,576,7027290,False,[35],14013,BASEketball,8.370546,7/28/1998,en,0,103,5.9,161,-0.27335,-0.572805
577,577,2585639,False,"[80, 18, 9648, 53]",26719,House of Games,5.854592,10/11/1987,en,0,102,7.0,89,0.15375,2.44925
578,578,18994653,False,"[28, 18, 53]",9545,Sniper,6.943533,1/29/1993,en,0,98,5.9,114,-0.1819,-4.82976
579,579,60000,False,[18],473191,A Special Day,1.271829,8/5/2017,fa,150000,90,0.0,0,0.9765,-1.11199
580,580,22944502,False,"[28, 80]",9923,Domino,6.119905,9/22/2005,en,50000000,127,6.0,482,-0.134023529,-1.6162100000000001
581,581,3206713,False,"[18, 28, 53, 80, 9648]",103299,Traces of Red,2.168115,11/13/1992,en,0,105,7.3,4,0.0,-3.15916
582,582,1001437,False,"[18, 10749]",47889,Ruby in Paradise,2.001286,10/8/1993,en,800000,114,5.6,10,0.555957143,2.33357
583,583,65884703,False,"[28, 80, 18, 53]",111,Scarface,11.748176,12/8/1983,en,25000000,170,8.0,3236,0.328969231,1.62032
584,584,27100027,False,"[18, 16, 10751, 35, 14]",11497,All Dogs Go to Heaven,8.41491,11/17/1989,en,13800000,89,6.3,265,0.0,-0.049877099999999994
585,585,249348933,False,"[27, 9648]",565,The Ring,13.432326,10/18/2002,en,48000000,115,6.5,1879,-0.087,0.162894
586,586,168840000,False,"[878, 53, 9648]",63,Twelve Monkeys,9.625594,12/29/1995,en,29500000,129,7.4,2661,0.24095,1.54124
587,587,26330482,False,"[80, 35]",2360,Saving Grace,6.396923,1/24/2000,en,10000000,93,6.4,127,0.107122222,-2.14161
588,588,183611771,False,"[35, 10751]",10481,102 Dalmatians,7.087468,10/7/2000,en,85000000,100,5.1,352,-0.123906667,-2.09314
589,589,13022756,False,"[35, 18, 10751]",24115,How to Eat Fried Worms,5.485458,1/1/2006,en,0,98,5.2,23,0.208073684,0.6332899999999999
590,590,121214377,False,"[12, 28, 53, 878]",563,Starship Troopers,9.700677,11/6/1997,en,105000000,129,6.7,1662,0.0,-3.2728900000000003
591,591,3250000,False,[878],830,Forbidden Planet,8.655882,3/15/1956,en,1900000,98,7.3,252,0.0,-0.922426
592,592,14793624,False,"[35, 10749]",15566,Surviving Christmas,9.118496,9/21/2004,en,45000000,91,5.3,122,0.063216667,0.527755
593,593,950000,False,[18],43896,The Informer,2.560872,5/9/1935,en,243000,91,6.6,25,-0.48035,-4.2266
594,594,3166000,False,[99],291,Riding Giants,2.500612,7/9/2004,en,2600000,105,7.4,25,0.140595,1.36305
595,595,9247881,False,[35],37536,Ringmaster,1.669077,11/25/1998,en,3500000,90,3.8,13,0.29627,0.559459
596,596,17286299,False,"[35, 10749, 18]",13092,How to Lose Friends & Alienate People,8.600031,10/2/2008,en,27000000,110,6.2,263,0.24325,-0.335912
597,597,25000,False,"[14, 28, 35, 878, 10749]",31281,Ghosts Can't Do It,2.313746,1/1/1989,en,0,90,2.8,4,0.0,-1.7400099999999998
598,598,345141403,False,"[10751, 35, 14]",8871,How the Grinch Stole Christmas,32.476568,11/17/2000,en,123000000,104,6.2,1629,-0.004233333,-0.594774
599,599,770000,False,[18],198727,Pinjar,1.714732,10/22/2003,en,0,188,7.3,4,0.17716875,2.40422
600,600,15379253,False,"[14, 35, 878, 10749]",2612,Mr. Destiny,5.123685,10/12/1990,en,20000000,110,6.1,61,-0.6166,-3.5215
601,601,77745568,False,"[10749, 35, 80]",1389,Out of Sight,7.620994,6/26/1998,en,48000000,123,6.5,356,0.0,0.079846
602,602,22611954,False,"[28, 12, 35, 53]",10723,Bulletproof,8.615565,9/6/1996,en,25000000,84,5.4,169,0.1529375,-1.7624799999999998
603,603,2387928,False,"[10749, 53]",39479,Love Crimes,1.795327,1/24/1992,en,0,90,4.5,5,-0.479,-0.704264
